indicator_code,indicator,country_code,country,year,value
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",CAN,Canada,2019,2.51
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",CAN,Canada,2020,2.54
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",CAN,Canada,2021,2.57
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",CAN,Canada,2022,2.54
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2000,8.14
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2001,8.0
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2002,7.88
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2003,7.71
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2004,7.55
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2005,7.39
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2006,7.27
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2007,7.22
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2008,7.06
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2009,6.81
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2010,6.57
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2011,6.5
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2012,6.48
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2013,6.41
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2014,6.35
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2015,6.28
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2016,6.21
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2017,6.12
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2018,6.04
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2019,5.96
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2020,5.86
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2021,5.77
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",FRA,France,2022,5.65
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2000,9.16
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2001,9.06
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2002,8.92
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2003,8.79
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2004,8.62
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2005,8.51
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2006,8.37
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2007,8.34
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2008,8.31
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2009,8.34
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2010,8.34
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2011,8.32
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2012,8.29
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2013,8.24
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2014,8.19
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2015,8.09
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2016,8.02
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2017,7.96
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2018,7.94
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2019,7.87
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2020,7.77
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2021,7.71
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2022,7.64
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",DEU,Germany,2023,7.55
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2000,14.67
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2001,14.59
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2002,14.43
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2003,14.26
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2004,14.18
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2005,14.06
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2006,13.96
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2007,13.86
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2008,13.7
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2009,13.6
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2010,13.5
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2011,13.37
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2012,13.32
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2013,13.27
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2014,13.18
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2015,13.15
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2016,13.09
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2017,13.01
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2018,12.93
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2019,12.79
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2020,12.62
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2021,12.6
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",JPN,Japan,2022,12.59
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2000,4.07
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2001,4.03
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2002,3.97
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2003,3.94
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2004,3.85
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2005,3.71
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2006,3.53
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2007,3.38
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2008,3.32
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2009,3.25
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2010,2.92
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2011,2.87
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2012,2.8
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2013,2.75
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2014,2.72
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2015,2.6
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2016,2.56
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2017,2.53
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2018,2.48
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2019,2.44
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2020,2.42
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2021,2.41
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",GBR,United Kingdom,2022,2.42
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2000,3.49
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2001,3.47
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2002,3.4
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2003,3.33
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2004,3.26
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2005,3.2
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2006,3.17
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2007,3.13
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2008,3.12
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2009,3.07
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2010,3.03
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2011,2.94
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2012,2.9
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2013,2.86
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2014,2.79
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2015,2.75
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2016,2.72
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2017,2.8
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2018,2.76
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2019,2.72
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2020,2.71
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2021,2.7
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",USA,United States,2022,2.68
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2000,79.1668292682927
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2001,79.3980487804878
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2002,79.5307317073171
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2003,79.7151219512195
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2004,79.9921951219512
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2005,80.1126829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2006,80.5436585365854
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2007,80.5436585365854
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2008,80.7246341463415
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2009,81.0660975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2010,81.3221951219512
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2011,81.4826829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2012,81.6636585365854
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2013,81.7448780487805
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2014,81.7843902439025
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2015,81.8258536585366
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2016,81.94
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2017,81.8078048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2018,81.8036585365854
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2019,82.1585365853659
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2020,81.53
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2021,81.4514634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2022,81.0948780487805
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2023,81.6263414634146
SP.DYN.LE00.IN,Life expectancy at birth (years),CAN,Canada,2024,82.1080487804878
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2000,79.0560975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2001,79.1585365853659
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2002,79.2609756097561
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2003,79.1146341463415
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2004,80.1634146341463
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2005,80.1634146341463
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2006,80.8121951219512
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2007,81.1121951219512
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2008,81.2146341463415
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2009,81.4146341463415
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2010,81.6634146341463
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2011,82.1146341463415
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2012,81.9682926829268
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2013,82.219512195122
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2014,82.719512195122
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2015,82.3219512195122
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2016,82.5731707317073
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2017,82.5756097560976
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2018,82.6756097560976
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2019,82.8268292682927
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2020,82.1756097560976
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2021,82.3243902439024
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2022,82.1292682926829
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2023,82.8317073170732
SP.DYN.LE00.IN,Life expectancy at birth (years),FRA,France,2024,82.9804878048781
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2000,77.9268292682927
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2001,78.3292682926829
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2002,78.2292682926829
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2003,78.3804878048781
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2004,78.6804878048781
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2005,78.9317073170732
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2006,79.1317073170732
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2007,79.5341463414634
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2008,79.7365853658537
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2009,79.8365853658537
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2010,79.9878048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2011,80.4365853658537
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2012,80.5390243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2013,80.490243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2014,81.090243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2015,80.6414634146341
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2016,80.990243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2017,80.9926829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2018,80.8926829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2019,81.2926829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2020,81.0414634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2021,80.790243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2022,80.6080487804878
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2023,81.0414634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),DEU,Germany,2024,80.7926829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2000,81.0760975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2001,81.4163414634146
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2002,81.6907317073171
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2003,81.76
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2004,82.030243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2005,81.9551219512195
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2006,82.3219512195122
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2007,82.5070731707317
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2008,82.5875609756098
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2009,82.9314634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2010,82.8426829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2011,82.5912195121951
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2012,83.0960975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2013,83.3319512195122
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2014,83.5878048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2015,83.7939024390244
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2016,83.9848780487805
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2017,84.099756097561
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2018,84.2109756097561
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2019,84.3563414634146
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2020,84.56
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2021,84.4456097560976
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2022,83.9963414634146
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2023,84.0412195121951
SP.DYN.LE00.IN,Life expectancy at birth (years),JPN,Japan,2024,84.0363414634146
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2000,77.7414634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2001,77.9926829268293
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2002,78.1439024390244
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2003,78.4463414634146
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2004,78.7463414634146
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2005,79.0487804878049
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2006,79.2487804878049
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2007,79.4487804878049
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2008,79.6
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2009,80.0512195121951
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2010,80.4024390243902
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2011,80.9512195121951
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2012,80.9048780487805
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2013,81.0048780487805
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2014,81.3048780487805
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2015,80.9560975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2016,81.1560975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2017,81.2560975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2018,81.2560975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2019,81.3691219512195
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2020,80.331756097561
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2021,80.6473170731707
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2022,81.0112195121951
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2023,81.2380975609756
SP.DYN.LE00.IN,Life expectancy at birth (years),GBR,United Kingdom,2024,81.3868536585366
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2000,76.6365853658537
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2001,76.8365853658537
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2002,76.9365853658537
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2003,77.0365853658537
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2004,77.4878048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2005,77.4878048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2006,77.6878048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2007,77.9878048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2008,78.0390243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2009,78.390243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2010,78.5414634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2011,78.6414634146341
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2012,78.7414634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2013,78.7414634146342
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2014,78.8414634146341
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2015,78.690243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2016,78.5390243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2017,78.5390243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2018,78.6390243902439
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2019,78.7878048780488
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2020,76.9804878048781
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2021,76.3292682926829
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2022,77.4341463414634
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2023,78.3853658536585
SP.DYN.LE00.IN,Life expectancy at birth (years),USA,United States,2024,78.890243902439
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2001,1.8871
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2002,1.8969
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2004,1.8971
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2006,1.9086
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2008,1.959
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2010,2.0384
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2012,2.3962
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2013,2.4509
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2014,2.4961
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2015,2.5388
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2016,2.3105
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2017,2.6102
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2018,2.411
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2019,2.418
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2020,2.415
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2021,2.444
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2022,2.814
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",CAN,Canada,2023,2.819
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2000,3.328
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2001,3.358
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2002,3.381
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2003,3.396
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2004,3.413
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2005,3.413
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2006,3.406
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2007,3.388
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2008,3.385
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2009,3.339
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2010,3.345
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2011,3.124
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2012,3.139
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2013,3.156
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2014,3.169
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2015,3.184
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2016,3.2
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2017,3.217
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",FRA,France,2018,3.214
